employees,volume,eps,profit,income,cash,liab,assets,cap,shares,ticker
17100,835443,1.09,6808000000,3098000000,283000000,72282000000,99590000000,65914953728,810462976,D
7400,108913,3,1208741000,625705000,148160000,5881352000,1671816000,14120369152,36033300,DPZ
25000,225160,1.81,2982681000,1400826000,385504000,6214099000,10403627000,22899884032,144106000,DOV
35700,1256006,1.36,10777000000,8145000000,2988000000,44251000000,62990000000,48166199296,735086016,DOW
10300,248974,2.44,3336000000,656000000,28000000,31006000000,39719000000,24455084032,193742000,DTE
27605,1170377,1.26,12206000000,3764000000,343000000,1.18E+11,1.70E+11,81978851328,769899008,DUK
28000,1182268,0.61,5850000000,2196000000,2011000000,18657000000,45707000000,39091204096,512907008,DD
134000,411081,0.74,3835000000,654000000,2968000000,16730000000,22038000000,7877881856,244478000,DXC
14000,419618,2.13,2504000000,1082000000,459000000,9731000000,15519000000,14220011520,128968000,EMN
85947,415869,1.44,6335000000,2896000000,297000000,17576000000,34027000000,61124218880,399569984,ETN
10800,2356868,1.08,7770000000,398000000,1379000000,16848000000,26626000000,32643112960,587529024,EBAY
47000,1039276,0.81,5211200000,1414200000,359900000,13953300000,21206400000,50021638144,286296000,ECL
13003,1334016,0.79,8708000000,623000000,390000000,56956000000,74745000000,25151047680,380788000,EIX
15700,1479151,0.54,3983600000,1702000000,862800000,2666700000,8502600000,67300118528,623206976,EW
11000,753474,1.23,4135000000,1017000000,5260000000,5448000000,13288000000,35239931904,281222016,EA
86700,818203,0.97,7563000000,2912000000,2354000000,14792000000,24715000000,58081320960,594000000,EMR
2260,1117979,0.56,554422000,120928000,119316000,1649088000,2079256000,26134931456,133936000,ENPH
12369,269099,1.47,4883866000,1309866000,442559000,47529438000,59454242000,22322927616,203028000,ETR
2800,1646263,1.62,13034000000,5933000000,5209000000,16056000000,38236000000,72471158784,585388992,EOG
58824,738188,1.81,1274447000,533392000,1446625000,1027390000,3523227000,17097677824,56878500,EPAM
12700,225900,1.97,2943000000,949200000,224700000,7439700000,11040900000,28800460800,122085000,EFX
10944,101322,1.74,2787604000,608952000,1536358000,17036934000,27918698000,64645062656,90721000,EQIX
2400,350097,0.15,1515205000,1397629000,123832000,9483056000,21169241000,34135150592,375916992,EQR
1739,69718,2.59,1070627000,515691000,48420000,6786699000,12997873000,22810103808,65248400,ESS
44640,428612,1.62,12391000000,3331000000,4958000000,15023000000,21971000000,99128385536,232424000,EL
2402,1337284,1,1674602000,471654000,780196000,3203190000,3831809000,18606524416,127033000,ETSY
4930,435519,0.55,2656700000,1009300000,26200000,19278800000,28520500000,14880055296,229312000,EVRG
9227,453512,1.08,4751056000,1572269000,66773000,33736730000,48492144000,29098293248,344440000,ES
31518,2354985,-0.06,10183000000,2199000000,1182000000,98218000000,1.33E+11,42474237952,980137024,EXC
14800,1049558,-2.02,7076000000,-38000000,4111000000,17996000000,21548000000,29403240448,150231008,EXPE
19070,441771,1.67,2216724000,1924616000,1728692000,4111938000,7609929000,17303930880,167210000,EXPD
4309,154614,1.53,1230417000,898082000,71126000,6688501000,10474477000,27417319424,134153000,EXR
63000,12415305,0.65,90045000000,31234000000,6802000000,1.63E+11,3.39E+11,3.52E+11,4233590016,XOM
6270,171199,2.5,2116627000,386937000,580977000,2637067000,4997280000,12655715328,60738200,FFIV
10898,167929,2.72,805045000,467617000,681865000,1208587000,2224940000,16236542976,37797200,FDS
18370,913391,0.37,2777200000,1207800000,236200000,1256800000,4299000000,32927442944,575553984,FAST
310,86250,0.6,643333000,269081000,162132000,4745464000,7622320000,9226860544,78616800,FRT
384000,632815,5.01,23730000000,6674000000,7087000000,58609000000,82777000000,57617858560,259178000,FDX
19112,2258268,0.93,8297000000,3517000000,2994000000,1.89E+11,2.11E+11,31451820032,685673024,FITB
6295,446104,1.79,4975000000,1828000000,12947000000,1.65E+11,1.81E+11,29609351168,179603008,FRC
12395,1089555,0.69,7418000000,1559000000,1462000000,36757000000,45432000000,24767186944,570344000,FE
44000,789446,1.17,8098000000,1766000000,835000000,44299000000,76249000000,64534888448,652196992,FISV
9700,95112,2.82,2273917000,1108808000,1520027000,10538073000,13404653000,18691225600,77886600,FLT
6400,479674,1.53,2171700000,893800000,516800000,7529400000,10581300000,16486947840,125893000,FMC
183000,30125583,0.89,16507000000,17780000000,9577000000,2.08E+11,2.57E+11,67151278080,3933400064,F
10195,380865,0.81,2559200000,620800000,1319100000,5120700000,5919100000,52845416448,160815008,FTNT
18000,958972,0.63,3009900000,677500000,819300000,6948500000,16465500000,21845573632,359065984,FTV
28000,796131,1.36,2752700000,1005100000,471500000,4871400000,7936200000,10522910720,132347000,FBHS
9000,699344,0.88,4872000000,2918000000,5886000000,11540000000,22926000000,21982449664,315806016,FOXA
9000,199653,0.54,4872000000,2918000000,5886000000,11540000000,22926000000,21976989696,247096000,FOX
10400,927157,0.79,3539200000,2444200000,4357800000,11424800000,24168400000,13773261824,502124000,BEN
24700,5309884,0.51,10813000000,7664000000,8068000000,25003000000,48022000000,73102696448,1454780032,FCX
39000,289606,2.02,2942300000,975100000,402600000,24784900000,33345000000,34480332800,208542000,AJG
16600,139367,2,3289869000,969870000,756493000,7045266000,7416324000,24027920384,82287400,IT
168000,1973027,0.24,18411000000,-3682000000,13470000000,1.57E+11,1.99E+11,1.03E+11,1101750016,GE
8955,158257,2.38,1360082000,691526000,147339000,2605643000,4877780000,20678676480,63783700,GNRC
103100,634390,2.48,6408000000,3873000000,1603000000,32432000000,50073000000,66253185024,277697984,GD
35000,4584606,0.82,6450600000,2975100000,1505200000,21463800000,31841900000,38665568256,603206976,GIS
52000,143179,1.5,6634136000,1200346000,714701000,10848812000,14352102000,18023012352,141947008,GPC
14400,3403808,2.08,21779000000,8278000000,5338000000,46888000000,67952000000,74236559360,1253890048,GILD
3222,147317,1.53,1317905000,912390000,92163000,21125242000,29768048000,9927707648,99177904,GL
25000,384194,1.82,4788237000,1156898000,1979308000,19410296000,45279713000,37886496768,281684000,GPN
157000,6979918,2.25,18079000000,12716000000,16067000000,1.79E+11,2.45E+11,64150835200,1453020032,GM
43900,879540,18.6,52699000000,27044000000,2.61E+11,1.35E+12,1.46E+12,1.14E+11,337924992,GS
22700,74473,4.48,4720000000,1485000000,241000000,4432000000,6592000000,25672212480,51102200,GWW
40000,4760075,0.19,2016000000,1252000000,3044000000,15593000000,22321000000,33970515968,898572032,HAL
18100,317965,0.56,7940000000,2896000000,205000000,58735000000,76578000000,23616583680,331647008,HIG
6640,417897,1,3243900000,581900000,983400000,6950800000,10037800000,11998066688,138960000,HAS
204000,587435,4.14,22492000000,9833000000,1451000000,49253000000,50742000000,79045287936,303600000,HCA
196,1060521,0.27,1127375000,134467000,158287000,8111415000,15257519000,17962651648,539500032,PEAK
21600,490474,1.24,3672251000,857875000,117965000,3804587000,8481091000,12050647040,137172992,HSIC
16620,218852,1.92,4053818000,1797224000,329266000,7655002000,10412231000,42538455040,145628000,HSY
1545,986214,0.82,5267000000,1490000000,2713000000,13489000000,20515000000,32315799552,309745984,HES
60400,3114506,0.46,9376000000,3587000000,3098000000,37682000000,57699000000,22199891968,1300140032,HPE
142000,577774,0.02,1765000000,560000000,1427000000,16260000000,15441000000,41715929088,279139008,HLT
6705,807817,2.59,4074800000,2361100000,1170300000,4701300000,8919900000,18771298304,249984000,HOLX
500000,2569107,3.86,50832000000,21737000000,2343000000,73572000000,71876000000,3.31E+11,1044240000,HD
99000,644985,1.92,10998000000,7235000000,10959000000,45221000000,64470000000,1.33E+11,685819008,HON
20000,579563,0.42,1961806000,1126169000,613530000,5717968000,12696329000,27102750720,544998016,HRL
160,2488362,-0.22,644000000,-102000000,807000000,5780000000,12352000000,13190349824,714150016,HST
19900,880837,0.22,1404000000,324000000,720000000,6711000000,10219000000,15369623552,418904992,HWM
51000,7614039,0.93,13417000000,7511000000,4299000000,40260000000,38610000000,40296669184,1053369984,HPQ
95500,466731,7.67,14994000000,3419000000,3394000000,28255000000,44358000000,54635741184,126743000,HUM
44000,104172,3.68,1368000000,622000000,627000000,7819000000,10627000000,8125988352,40067000,HII
18442,2444985,0.48,5958000000,1591000000,5522000000,1.55E+11,1.74E+11,21780811776,1444829952,HBAN
7536,95253,1.51,1236100000,579800000,855400000,2114100000,4917200000,14870048768,76119800,IEX
10350,264234,2.35,1889432000,902654000,144454000,1747211000,2437203000,45503782912,84249104,IDXX
45000,277863,2.11,5966000000,3326000000,1527000000,12451000000,16077000000,65944674304,312927008,ITW
9800,207175,1.89,3225000000,884000000,1232000000,4477000000,15217000000,54073942016,157000000,ILMN
2094,553598,0.67,1340078000,570444000,2057440000,1163348000,4933352000,17201379328,221324992,INCY
16000,1115523,0.45,1988500000,501600000,2109600000,6083300000,15154500000,20483403776,407968000,IR
121100,21040897,1.39,43815000000,21703000000,4827000000,73015000000,1.68E+11,1.98E+11,4072000000,INTC
8858,771304,1.34,7146000000,5698000000,607000000,1.71E+11,1.94E+11,75990491136,561852032,ICE
282100,1173541,1.77,31486000000,4837000000,6650000000,1.13E+11,1.32E+11,1.16E+11,896320000,IBM
38200,964300,0.76,5531000000,1312000000,1295000000,16161000000,25243000000,16840407040,376364000,IP
55600,1384521,0.45,2150700000,1224600000,3270000000,16304400000,19909200000,13956032512,393960000,IPG
13500,669645,6.07,8000000000,2556000000,2562000000,5647000000,15516000000,1.33E+11,282812000,INTU
9793,663205,1.17,3958500000,1890300000,1290900000,1603500000,13555000000,99471867904,359195008,ISRG
6580,165032,1.26,696398000,366481000,709105000,423319000,3170540000,6102854144,52939400,IPGP
79000,224806,2.18,4641000000,1134000000,1366000000,18647000000,24689000000,42406039552,190915008,IQV
25000,873793,0.32,2604302000,629015000,255828000,13520552000,14450031000,15036381184,289830016,IRM
33045,261383,1.37,2022753000,999772000,355549000,3676532000,6794348000,22147332096,104850000,JBHT
6714,187016,0.95,694826000,397725000,50992000,1016864000,2336156000,13720229888,72825000,JKHY
52000,236752,1.66,3133166000,695602000,1014249000,8000050000,14632609000,17594832896,129217000,J
141700,2292877,2.59,64020000000,22776000000,14487000000,1.08E+11,1.82E+11,4.59E+11,2629619968,JNJ
271025,4871794,4.5,1.31E+11,59562000000,7.21E+11,3.45E+12,3.74E+12,4.14E+11,2952809984,JPM
10191,831618,0.3,2740100000,310100000,922500000,4570100000,8887000000,11380415488,322758016,JNPR
31000,1212302,1.11,4597000000,1969000000,286000000,13963000000,18178000000,20888829952,339435008,K
17654,2179548,0.61,7683000000,3254000000,913000000,1.69E+11,1.86E+11,21927632896,927761024,KEY
14300,367047,1.44,3069000000,1010000000,2052000000,3997000000,7781000000,28799182848,181975008,KEYS
45000,692501,1.8,6142000000,2323000000,270000000,17100000000,17837000000,40716062720,336928000,KMB
606,1232729,0.3,946674000,853076000,334663000,8335537000,18459199000,14935006208,616718976,KIM
10529,5779968,0.6,7749000000,2219000000,1140000000,38495000000,70416000000,41245462528,2267480064,KMI
11300,384590,3.85,4146569000,2360454000,1434610000,6895482000,10271124000,53720858624,150715008,KLAC
36000,2564920,0.72,8695000000,1708000000,3445000000,43942000000,93394000000,46606139392,1223740032,KHC
500000,2718900,1.19,30349000000,2051000000,311000000,39657000000,49086000000,40931880960,726000000,KR
67950,338236,8.79,5624300000,3126600000,1472700000,10091400000,20385400000,25276375040,93400000,LH
16300,495591,7.49,6805306000,4370804000,4418263000,9864964000,15892152000,75448573952,139500000,LRCX
7800,558945,0.45,832000000,408300000,783500000,3728800000,4209400000,7951370752,145204000,LW
44500,2070254,-0.25,2828000000,-1474000000,1854000000,17811000000,20059000000,29459456000,763990016,LVS
43000,242069,1.73,2014000000,967000000,727000000,8917000000,13261000000,14555190272,136342000,LDOS
10753,952151,2.65,7333336000,5819058000,2754723000,12211496000,33207778000,24670791680,257306000,LEN
10848,385789,1.82,5304000000,1638000000,2612000000,3.67E+11,3.87E+11,11364785152,172455008,LNC
10200,777164,-1.44,1912458000,-611267000,4884729000,14038851000,14402318000,25885898752,224626000,LYV
46000,338570,0.94,5321981000,1422067000,274134000,6795493000,12606154000,12977019904,284990016,LKQ
114000,951541,6.56,9097000000,7550000000,3604000000,39914000000,50873000000,1.21E+11,272327008,LMT
300000,1762796,3.21,32056000000,11208000000,1133000000,49456000000,44640000000,1.46E+11,661561024,LOW
36000,3737129,0.44,11199000000,2701000000,354000000,46153000000,57993000000,11108680704,1023369984,LUMN
19100,485727,3.18,8776000000,6779000000,1472000000,24754000000,36742000000,34559131648,328009984,LYB
17115,344391,3.33,6066772000,2455149000,1337577000,1.37E+11,1.55E+11,23393982464,129034000,MTB
1531,11019917,0.21,4355000000,1004000000,580000000,6308000000,16994000000,18587006976,730764992,MRO
17700,2392937,-0.2,10443000000,2817000000,5291000000,51792000000,85373000000,44873043968,558574016,MPC
120000,1440637,0.1,2653000000,1180000000,1393000000,24139000000,25553000000,55001583616,326311008,MAR
83000,674527,1.99,8710000000,4208000000,1752000000,23166000000,34388000000,82036326400,502766016,MMC
10000,133694,1.04,1349000000,855500000,258400000,7855400000,14393000000,23746136064,62394600,MLM
20000,823580,0.89,2863000000,688000000,926000000,5497000000,5575000000,12891224064,239926000,MAS
24000,1050310,1.74,18884000000,10307000000,7421000000,30257000000,37669000000,3.40E+11,969729024,MA
2500,1017282,0.57,2146329000,256148000,815384000,5257870000,5063288000,29681053696,285148000,MTCH
14000,258378,0.72,2505600000,948000000,351700000,8480300000,12905800000,25656825856,249743008,MKC
100000,964011,1.92,12580200000,9127900000,4709200000,58455300000,53854300000,1.76E+11,743585024,MCD
59000,534650,5.05,11967000000,-5034000000,6278000000,63569000000,65015000000,44925919232,149798000,MCK
90000,2848549,1.5,19762000000,3895000000,3593000000,41481000000,93083000000,1.42E+11,1341539968,MDT
67000,3874193,1.16,35463000000,13879000000,8096000000,67437000000,1.06E+11,2.02E+11,2527729920,MRK
71970,11306304,3.3,95280000000,47284000000,16601000000,41108000000,1.66E+11,5.71E+11,2309080064,FB
15600,66014,6.56,2171553000,949361000,98564000,3155377000,3326798000,31357700096,22805600,MTD
52000,1054750,-0.69,4649531000,1461804000,4703059000,29774803000,40899116000,18230028288,439172000,MGM
19500,2137408,0.92,3378800000,339500000,280000000,11141700000,16478800000,41763262464,555990976,MCHP
43000,14398391,0.98,10472000000,6255000000,7763000000,14916000000,58849000000,86139076608,1119779968,MU
181000,13147612,2.03,1.16E+11,71102000000,14224000000,1.92E+11,3.34E+11,2.27E+12,7496869888,MSFT
2429,125821,0.4,1051185000,564339000,54302000,5131275000,11285182000,24160471040,115341000,MAA
2700,4538877,2.84,13863000000,13285000000,6848000000,10524000000,24669000000,73184403456,403020000,MRNA
43000,314103,3.49,3288830000,1289993000,268895000,5796301000,14224517000,8876335104,65071000,MHK
14000,122361,4.44,3280000000,875000000,4438000000,9579000000,12209000000,19423256576,58400000,MOH
16300,422399,0.01,4053400000,1239000000,637400000,13954900000,27619000000,11453736960,200599008,TAP
79000,2531058,0.77,11254000000,5504000000,3546000000,38769000000,67092000000,84445175808,1388329984,MDLZ
2773,223708,1.46,685459000,272219000,189265000,341840000,1585825000,22238744576,46509000,MPWR
3458,967244,0.59,3108513000,1801419000,1326462000,1237833000,7804784000,41485864960,529359008,MNST
13460,237198,4.06,4581000000,2755000000,1811000000,11764000000,14680000000,61018689536,185376992,MCO
12525,4557047,0.57,3233900000,2232600000,769500000,11287900000,22036400000,24772462592,368308992,MOS
18700,182218,1.87,4048000000,1552000000,1874000000,12212000000,12189000000,38467715072,168208992,MSI
4303,188141,2.46,1684860000,858136000,1421449000,5670170000,5506703000,40455974912,81267904,MSCI
5814,244542,1.96,3420000000,1534000000,393000000,13710000000,20115000000,28762234880,164412000,NDAQ
11000,682689,1.17,3815000000,962000000,4529000000,8675000000,9360000000,19694436352,222536000,NTAP
11300,1988395,3.75,12365161000,5840103000,6027804000,28735415000,44584663000,1.68E+11,443963008,NFLX
32000,679051,0.3,3318000000,693000000,440000000,10088000000,14179000000,9361000448,425500000,NWL
24000,617020,0.09,4579000000,450000000,2236000000,7625000000,16771000000,12813489152,389656000,NWSA
15000,2441624,0.67,8589000000,3175000000,639000000,95243000000,1.41E+11,1.62E+11,1962739968,NEE
14000,3214223,0.47,2288000000,557000000,380000000,7324000000,10820000000,8376000000,359484992,NLSN
73300,4257392,0.93,20001000000,6661000000,9889000000,24973000000,37740000000,2.11E+11,1276290048,NKE
7272,1380285,0.77,2066900000,706600000,84200000,16884000000,24156900000,12200060928,405384992,NI
7100,77661,2.12,1324080000,574176000,299972000,1631831000,3790961000,13267818496,57940600,NDSN
18100,416538,2.66,5730000000,3878000000,839000000,24852000000,38493000000,66624430080,239776992,NSC
21100,205450,1.7,6546000000,2010100000,3056800000,1.72E+11,1.84E+11,24052881408,207944000,NTRS
88000,233444,6.57,7268000000,8938000000,3530000000,29653000000,42579000000,69281030144,156102000,NOC
2800,1086869,0.4,2189000000,872000000,933000000,6861000000,6361000000,15902261248,581860992,NLOK
34700,8909520,-2.03,-960051000,-4501320000,1506647000,16297187000,18729837000,8166544384,417086016,NCLH
6635,994075,-0.33,6507000000,2859000000,250000000,19582000000,23182000000,8843463680,242152992,NRG
28800,1729651,3.12,11046917000,9200858000,2364858000,11219278000,25823072000,39942184960,269124992,NUE
22473,31068983,0.91,17475000000,9941000000,1990000000,17575000000,44187000000,6.57E+11,2492000000,NVDA
6600,9335,63.21,2116741000,1590403000,2545069000,2832097000,5834475000,16415118336,3382730,NVR
31000,745466,2.31,6067000000,2178000000,2830000000,14094000000,20864000000,49149739008,262538000,NXPI
82852,309032,7.06,7019949000,2781914000,362113000,11785130000,11718707000,45485420544,66600900,ORLY
11678,25186825,-0.15,16297000000,3705000000,2764000000,54709000000,75036000000,56314720256,934064000,OXY
23663,169616,1.7,2000794000,1388423000,462564000,1141737000,4821544000,36253949952,114864000,ODFL
71700,376780,1.33,2703900000,1996300000,5316800000,24302800000,28421800000,17287819264,208992000,OMC
2847,837445,0.86,4283654000,1984204000,146391000,17606450000,23621613000,30929254400,446212992,OKE
132000,2631344,1.54,32624000000,12999000000,30098000000,1.25E+11,1.31E+11,2.16E+11,2670449920,ORCL
70000,621643,0.72,4193000000,1961000000,1565000000,15263000000,12279000000,32764567552,424961984,OTIS
28500,397737,1.35,3162000000,2378600000,3253600000,17864300000,29301700000,30654504960,347572000,PCAR
15200,144514,1.77,1880000000,1108700000,618700000,4229600000,7836800000,14319088640,93533800,PKG
22965,4798391,1.52,10842000000,5115000000,6267000000,35543000000,58620000000,24452003840,607876992,PARA
54640,165276,4.11,3932960000,2246957000,733117000,11927530000,20341200000,36946419712,128478000,PH
15000,534100,0.96,2785600000,1434200000,995200000,6279200000,9227200000,45383229440,360756992,PAYX
5385,157940,1.47,925049000,255962000,277978000,2321431000,3215145000,21012705280,60213500,PAYC
30900,7225498,1.22,11921000000,4099000000,5197000000,54076000000,75803000000,1.35E+11,1164999936,PYPL
21973,1409588,0.55,2937200000,539100000,1863900000,12775000000,16872100000,7222740480,168323008,PENN
11250,1413146,0.81,1319200000,626800000,94500000,2331700000,4753600000,9397435392,165099008,PNR
309000,1796451,1.21,42429000000,9821000000,5596000000,76226000000,92377000000,2.27E+11,1383449984,PEP
16700,133095,3.72,2890369000,1279886000,618319000,7859309000,15000554000,22665367552,126157000,PKI
69600,1846520,1.57,21375000000,12381000000,4496000000,49498000000,41290000000,1.42E+11,1549830016,PM
14000,1523267,-1.16,9374000000,1740000000,3147000000,33957000000,55594000000,45485346816,438462016,PSX
5872,149502,0.32,1697217000,746030000,9969000,15981762000,22003222000,8281868288,112932000,PNW
1932,1183245,1.77,9392000000,2746000000,3847000000,13974000000,36811000000,62274846720,242884000,PXD
57668,469500,4.1,19990000000,6988000000,7431000000,5.01E+11,5.57E+11,81376944128,418455008,PNC
5500,151910,2.42,1617092000,824436000,24321000,2158738000,3230131000,18528741376,40168100,POOL
49300,415753,1.88,6557000000,1815000000,1005000000,14940000000,21351000000,30592974848,236148000,PPG
5607,1979010,0.28,2750000000,521000000,3571000000,19500000000,33223000000,19678287872,735361984,PPL
18600,702414,1.53,7070900000,2083600000,2332000000,2.88E+11,3.05E+11,18541965312,261228000,PFG
101000,2151322,1.26,39144000000,17615000000,10288000000,72653000000,1.19E+11,3.62E+11,2397070080,PG
49077,704965,1.72,4681400000,4210000000,187100000,52900700000,71132300000,66783879168,584899968,PGR
2053,858331,0.49,3915208000,3322848000,556117000,20744010000,58486220000,1.17E+11,740000000,PLD
40916,541825,4.11,23960000000,9468000000,12888000000,8.75E+11,9.38E+11,44251439104,376000000,PRU
12684,702182,1.28,3010000000,-1089000000,818000000,34561000000,48999000000,33468522496,502078016,PEG
6331,137682,1.08,1436057000,391755000,326532000,2469092000,4507560000,12693969920,116952000,PTC
5800,242344,2.21,2578319000,1959639000,734599000,7957370000,17380908000,64763723776,175356992,PSA
6182,947242,1.28,3783112000,2509845000,1779088000,5863116000,13352631000,11189295104,248651008,PHM
20000,717973,-0.38,3776800000,-1193000000,1651400000,8566600000,13293500000,5628998144,69977600,PVH
